106.60000, 108.40000, 113.70000, 122.50000, 156.70000,
222.60000, 233.90000, 234.00000, 242.10000, 281.30000,
342.00000, 350.20000, 350.90000, 361.10000, 394.10000,
467.00000, 465.50000, 470.90000, 490.10000, 516.60000,
