1750.70000, 1733.00000, 1767.10000, 1790.00000, 1808.90000,
6544.00000, 6398.50000, 6211.00000, 7421.40000, 4985.10000,
6546.30000, 6884.20000, 6230.90000, 5375.00000, 6651.70000,
17817.20000, 19460.70000, 16991.10000, 19537.50000, 18770.20000,
